customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_t_v,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,tenure_segment,value_segment,churn_label,revenue_lost
8402-OOOHJ,Female,0,False,False,41,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.65,835.15,False,Fidèle,Petit compte,Fidèle,0.0
9445-ZUEQE,Male,0,True,True,27,True,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,True,Credit card (automatic),85.2,2151.6,False,Intermédiaire,Grand compte,Fidèle,0.0
1091-SOZGA,Female,0,True,True,56,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),99.8,5515.45,False,Fidèle,Grand compte,Fidèle,0.0
2928-HLDBA,Female,0,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.7,112.75,False,Nouveau,Petit compte,Fidèle,0.0
0404-SWRVG,Male,0,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.4,229.55,True,Nouveau,Grand compte,Churner,892.8000000000001
6497-TILVL,Female,0,True,True,7,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,50.7,350.35,False,Nouveau,Compte moyen,Fidèle,0.0
7219-TLZHO,Female,0,True,True,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.85,62.9,False,Nouveau,Petit compte,Fidèle,0.0
4622-YNKIJ,Male,0,False,False,33,True,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,True,Electronic check,88.95,3027.65,False,Intermédiaire,Grand compte,Fidèle,0.0
4412-YLTKF,Female,1,False,False,27,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,78.05,2135.5,True,Intermédiaire,Grand compte,Churner,936.5999999999999
6734-PSBAW,Male,0,True,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),23.55,1723.95,False,Très fidèle,Petit compte,Fidèle,0.0
3930-ZGWVE,Male,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.75,19.75,False,Nouveau,Petit compte,Fidèle,0.0
2639-UGMAZ,Male,1,False,False,71,False,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,True,Electronic check,56.45,3985.35,False,Très fidèle,Compte moyen,Fidèle,0.0
6207-WIOLX,Female,0,True,True,25,False,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),58.6,1502.65,True,Intermédiaire,Compte moyen,Churner,703.2
8587-XYZSF,Male,0,False,False,67,True,No,DSL,No,No,No,Yes,No,No,Two year,False,Bank transfer (automatic),50.55,3260.1,False,Très fidèle,Compte moyen,Fidèle,0.0
3091-FYHKI,Male,0,False,False,1,False,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,35.45,35.45,True,Nouveau,Compte moyen,Churner,425.40000000000003
2372-HWUHI,Male,0,False,False,2,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,44.35,81.25,True,Nouveau,Compte moyen,Churner,532.2
7799-LGRDP,Female,0,False,False,43,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.7,1188.2,False,Fidèle,Petit compte,Fidèle,0.0
7850-VWJUU,Female,0,False,False,23,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),75.0,1778.5,False,Intermédiaire,Grand compte,Fidèle,0.0
3774-VBNXY,Female,0,True,True,64,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.2,1277.75,False,Très fidèle,Petit compte,Fidèle,0.0
6217-KDYWC,Male,0,False,True,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.6,1170.55,False,Fidèle,Petit compte,Fidèle,0.0
